upid,Gene,Number of peptides,Confidence score,Protein molecular weight,GLC_BATCH_mu=0.6_NEW,FUM_BATCH_mu=0.55_NEW,PERSIST@8H_mu=0.02_NEW,STARVED@8H_mu=-0.005_NEW
P07024,ushA,13,757.78,60767.7396000002,710.6454683835,716.8370981809,859.042638134,876.2774085336
P0AED0,uspA,6,506.47,16038.13696,6958.8355080473,8813.0780319245,6291.2265434913,9244.6346477861
P0A8S5,uspB,2,79.34,13000.74257,48.444555555,28.2271009646,212.7294103438,179.077812574
P0AAB8,uspD,3,235.01,16264.49707,347.7219088315,444.4418246642,1051.3133584149,572.804228908
P0AAC0,uspE,14,1076.49,35666.29663,858.9728901953,878.3535932794,2846.1139227821,2250.5751465568
P37903,uspF,7,425.55,15988.50332,998.8214025524,3631.8102807336,10258.048664305,7663.7719477962
P39177,uspG,11,931.77,15907.2748,1182.0957485347,1478.6809451512,7979.8962779032,6038.1545450147
P43672,uup ,12,735.96,72004.1416300002,180.9342838936,153.0577377402,125.5362734995,119.0333298503
P0A698,uvrA,18,941.29,103784.541460001,165.2001047908,180.2769597927,212.6159623828,170.5875546196
P0A8F8,uvrB,13,592.4,76160.4362200002,172.2256943431,155.8743857693,166.3295368545,128.2637594336
P03018,uvrD,6,311.33,81920.3069400004,65.1623500274,71.7182287746,34.5196263004,63.1567364727
P0AED5,uvrY,4,239.71,23859.35674,211.8383403645,114.3542822302,85.3056266644,42.9548192285
P0A8G3,uxaC,5,137.81,53934.6133200001,33.62410436,73.4388350206,73.0555131192,79.6549438069
P24215,uxuA,11,613.54,44791.5738000001,154.8635861488,361.7692372174,195.3148943728,331.9404294411
P39160,uxuB,8,463.78,53527.9326400001,84.4726902614,220.2117099923,75.8972839066,145.3157531392
P39161,uxuR,2,77.84,29271.79279,42.0632324026,45.143170821,45.9282429051,30.9800574649
P07118,valS,47,3086.08,108105.6884,1380.3519238681,1038.7666053325,1258.1537720684,1057.5137840615
P25535,visC,3,111.98,44198.7760500001,45.8088069182,70.5355223663,58.229532983,50.663337964
P0AC75,waaA,9,349.49,47243.5264600001,234.3767822749,186.5000816091,230.9809433249,124.9815105869
P27242,waaU,5,187.25,41684.9210400001,68.2216781916,52.8062776197,59.4856837309,56.9039733904
P37750,wbbJ,4,195.84,21643.43555,125.0706276367,107.1402629084,107.0638418565,154.0001076495
P0AC78,wecA,1,43.24,40912.09384,47.8278821234,47.427220267,59.0550869715,63.0451891497
P27828,wecB,7,413.8,42199.90669,172.54778207,112.3642951642,144.6103932626,103.1571132284
P27829,wecC,5,276.89,45791.59224,127.308669935,99.4517622723,118.0773535417,110.2860044494
P56258,wecF,1,41.98,40595.8448,21.8903238859,14.9936290489,21.8552816797,17.3143693208
P27836,wecG,5,264.16,27892.60086,46.9142028452,35.5715422181,87.5545991023,46.7884140824
P0A8G6,wrbA,13,689.45,20814.41143,2993.6380256256,3153.8929664606,6528.5942085545,4638.6391953273
P76372,wzzB,14,894.42,36414.1684600001,1229.2029045101,1115.6628933412,1590.597144261,1099.4251453031
P0AG00,wzzE,7,458.96,39445.9430600001,327.8915031783,292.1473160846,321.16479479,289.7096044623
P04994,xseA,8,321.58,51782.2337000001,97.8159091954,74.8747892764,118.9979081793,107.731164177
P0A8G9,xseB,4,226.06,8928.51546,771.8456608979,793.3108055492,1004.5174353396,629.2713131544
P09030,xthA,7,356.7,30931.52872,428.9472893616,351.2068313307,471.3380331211,475.7313542874
P09099,xylB,5,219.33,52566.57799,36.8966130861,30.4212525694,101.3370052452,86.842804322
P37387,xylF,7,342.24,35693.7284,72.8204454377,406.9741166138,275.6703818012,466.886151477
P0A8I3,yaaA,10,571.56,29549.3024,471.4326263544,377.2741965408,156.9437429056,220.9765629495
P0AA95,yacC,1,43.9,12827.36993,43.5478842795,109.4382944214,64.1380336026,65.610193738
P36680,yacF,3,254.34,28255.84769,195.4979260622,169.6506445416,224.2060669466,187.7755212041
P0A8H8,yacG,3,116.93,7283.40821,304.9839738841,251.5365179436,139.1251315969,194.4759852709
P0A8E5,yacL,4,165.91,13914.52935,226.0554373836,148.6713432408,454.696355461,612.7966936441
P36879,yadG,7,385.59,34607.32501,197.8238689338,210.5155566698,270.9005974268,202.9645426213
P28634,yaeB,1,81.39,26327.69853,41.2293660147,47.0778174499,37.0958341349,41.229899049
P62768,yaeH,8,360.86,15068.91436,1477.0009441117,2005.7149959705,2758.2372725462,2965.0569896491
P0A8K5,yaeP,3,187.57,7191.57041,495.1653671788,356.0023460531,581.590035632,221.4619421437
P52096,yaeR,2,53.1,14709.3447,129.6294869417,150.3240170301,205.8470207875,121.1149031411
P0A940,yaeT,39,2837.62,90478.4672200007,1329.5163984648,1233.7717885632,1422.2778579723,1347.389062485
P30864,yafC,5,227.64,33736.61375,80.6947794381,100.465840009,116.2722814813,113.5983201123
P0A8U2,yafD,1,44.13,29954.6983,38.4835164532,29.4427735681,81.1476159846,14.3095390253
Q47147,yafJ,5,203.05,28599.20568,122.9634667965,98.2442728367,124.5111283075,109.1795869427
P75682,yagE,1,55.48,33277.40786,27.951970976,41.0798639772,23.2278594541,41.7910104799
P77300,yagI,2,111.23,27802.74063,33.1388007025,23.7646124992,21.7202772828,28.3959919629
P0AAA1,yagU,4,197.22,22933.93416,647.5268187322,209.7481325513,728.5860504882,301.0527992903
P77554,yahJ,6,247.04,50498.7560700001,57.0678708065,51.6210772202,66.6212885115,61.4692555746
P75691,yahK,24,1706.01,37935.87879,1636.0021810978,2121.5095431127,3922.7997310956,2040.8733096117
P75694,yahO,7,699.56,9871.13374,2366.4711070655,4774.8394938806,49173.6099923869,10057.1845899399
P0AAN5,yaiA,5,279.39,7258.62835,522.6317802601,597.7822246238,1981.3286310395,653.7042980217
P0C037,yaiE,3,127.16,10209.86884,1864.2636470024,1303.5323687873,1876.8258188338,1339.7215800065
P0A8D3,yaiI,1,36.15,16940.74665,28.1509841887,32.9290852133,28.9204877963,20.4514706651
P51024,yaiL,2,104.34,19892.57974,149.941917917,146.7654931327,102.9599572893,127.7690498618
P77562,yaiW,1,42.25,40370.90189,13.8391820138,13.9072458348,4.7419805301,16.4984853645
P0ADZ7,yajC,5,282.33,11861.4007,2172.3453904837,2570.1729535692,2573.2381690416,3072.6461499538
P0AAQ2,yajD,2,129.81,13337.39409,265.6175150687,443.2045331733,22.0421318622,32.9623294546
P0ADA5,yajG,7,564.77,20918.82524,2240.6643680969,2528.4317867424,1930.0535507648,2650.1681153842
Q46948,yajL,7,520.65,20745.93029,557.0287576967,453.6378146962,464.905242211,471.9868217351
P77735,yajO,15,946.58,36379.51751,485.2258347542,667.6311340022,1712.4440468473,1098.069988283
P0A8E7,yajQ,12,950.14,18314.5428,3587.2697416986,3245.9945153629,5461.1468849804,3730.0677262172
P0AAQ6,ybaA,2,54.25,13291.44106,0.7285861018,3.9933357969,934.0721052192,81.0320647984
P0A8B5,ybaB,9,762.98,11988.91312,1995.2492448822,2034.310743357,1451.0640078434,1614.3919690836
P0AAR3,ybaK,6,435.32,17064.22625,503.3543873917,240.7326152903,472.3374341954,266.0296926563
P39830,ybaL,6,317.94,59367.2376000001,149.5751619669,151.5929090919,189.2244731317,208.9318555836
P0A9T6,ybaQ,2,62.34,13144.90646,96.0067546452,55.9241718315,31.6827385115,16.7211507558
P77717,ybaY,5,477.33,19401.25324,2102.0315413913,1697.7315576263,5732.2878289501,2106.7553356488
P0A9T8,ybbA,4,208.87,24499.8241,72.0070680265,100.3871198685,42.2887084795,108.8586161992
P77279,ybbL,2,74.88,25348.13345,117.4237454886,121.3804508966,119.7643559044,105.1608379585
P77395,ybbN,10,823.12,31753.32557,1008.389097519,875.4256266979,951.0396172048,884.0147293479
P0AFP4,ybbO,4,176.92,29373.10702,133.9337614764,97.6372711733,164.8126801405,132.6731922176
P77504,ybbP,2,46.39,89256.8204700004,10.1096183039,14.7116372635,11.7487243869,15.2571315366
P0AAS7,ybcJ,3,154.07,7366.85319,629.7626323293,736.778219585,440.2563089989,631.3614840224
P0AAT2,ybdF,1,71.17,14023.377,50.4654259936,71.5838884273,40.2707261622,80.7776367129
P45579,ybdH,11,677.36,39049.32603,484.2759615934,566.7252549609,367.5222538799,532.6567247049
P77213,ybdK,5,226.33,41643.6894800001,58.3604879831,122.0102456247,368.699502031,210.3972324176
P77806,ybdL,7,449.63,42917.81339,279.2324106075,263.066408725,52.7932448127,105.6773098216
P0AAT6,ybeB,4,282.04,11556.82767,591.2422176781,468.2599514213,436.6389853928,368.3734960429
P0A8J4,ybeD,5,410.17,9803.11355,2751.6055293475,2480.8606206662,542.500777509,644.386361631
P0AAT9,ybeL,10,537.84,18767.35743,342.262093242,377.6485993503,2785.8149103613,2099.0594159559
P0A898,ybeY,1,93.34,17496.46109,405.5649224944,353.2095217748,743.8756584109,425.6622037168
P0A9K3,ybeZ,12,865.56,38996.53281,881.1341416983,730.7954535824,741.8585524224,639.2381042788
P0AAU2,ybfA,1,90.87,8251.18359,127.2272341681,14.2842278795,62.542393055,3.5062550417
P0AAU7,ybfE,1,65.37,11255.02681,121.2998610509,113.9677233196,90.0340301304,146.7351517194
P75736,ybfF,7,368.4,28401.48347,218.3415765784,423.0406404578,224.8859735225,350.7341450769
P24252,ybgA,1,38.8,20180.48824,18.9258483857,9.2690508644,28.8018401478,12.4875752348
P0A8Z3,ybgC,3,220.66,15533.91918,182.7845323524,141.9927470452,142.1395112146,148.5105349917
P45955,ybgF,12,803.02,28196.1354,897.6787703449,689.3963287014,941.3964320935,672.2992502588
P0AFP6,ybgI,8,846.86,26857.71166,954.6449842322,975.6842069758,1033.325069878,1911.4875672186
P0AAV4,ybgJ,3,105.93,23913.50252,230.0245207799,227.6102797229,184.7737221578,192.9878192152
P75745,ybgK,6,200.15,34346.5056,138.8491851324,156.8066040383,97.6288557241,145.9224507367
P75746,ybgL,2,193.41,25766.06281,59.7262523346,62.285520822,56.379066354,53.9477135763
P0AAV6,ybgS,3,187.74,12845.9355,302.3703714374,453.555371135,3243.1428052892,793.4864631635
P21829,ybhA,2,95.61,30164.13345,133.1546390684,139.4245878255,0.3872133814,10.4170628935
P12994,ybhB,4,270.77,17056.26895,394.6940320937,508.3276011707,740.4764207173,462.2984912529
P46130,ybhC,15,865.62,46035.8471900001,1175.1230826209,976.1631509798,1342.3651134947,1090.7790581968
P75777,ybhG,9,506.43,36375.63323,174.0939983579,210.8936840413,281.1656604996,210.0537445225
P0AAW1,ybhP,1,39.37,28753.60686,19.662204149,8.5052999959,23.4214382056,7.8361337461
P30177,ybiB,13,970.3,35008.05566,881.9736912162,594.6241905595,1145.928672491,849.3483487662
P30178,ybiC,13,1076.47,38854.31329,1745.3307896175,1170.0868342089,1116.6118301607,1104.9842762444
P0ACU0,ybiH,2,96.2,24982.86851,44.5717507108,44.8183735646,67.9315202404,48.1048555428
P0AAX8,ybiS,10,755.66,33286.1605,1770.7485856848,1314.3718716944,1615.6104246092,1310.7927089522
P0A9U3,ybiT,13,660.34,59802.3272900002,350.9924312234,257.1531094667,330.3479350073,265.6299265887
P75791,ybiU,7,259.4,47281.55224,118.9630734029,65.5883934357,25.2901586691,25.1830884326
P75828,ybjD,1,38.27,63531.1874900002,7.2354458543,9.2648185663,15.3823935335,13.9094376672
P75809,ybjI,3,170.3,30159.07836,99.2821649817,83.881446631,27.1895287156,34.9097735542
P75818,ybjP,6,522.49,18961.46217,1226.9666873211,1460.4775783631,4526.9055315524,2571.7781677045
P75821,ybjS,1,93.36,38043.37864,33.6615596475,28.2320969514,12.0957722249,43.165069075
P75822,ybjT,1,52.78,53655.2738500001,3.627409792,8.3448886302,3.5592421911,4.0514417919
P75829,ybjX,2,93.16,38314.69249,34.1587750224,38.6195029819,12.1080220947,3.3685588471
P21367,ycaC,7,561.67,23067.81755,852.4699388329,1270.9970977458,2089.6136510961,870.444270088
P75838,ycaO,9,497.58,65592.1214700001,451.5876434385,223.1646398326,147.5805122578,284.5968101144
P0AAZ7,ycaR,3,140.6,6832.52157,289.7787083946,327.3999977338,275.2435723976,274.6612396274
P22525,ycbB,3,170.62,67751.7307200002,36.4765524881,13.6857897892,85.2850444574,15.2545695396
P0A8N0,ycbG,2,76.54,17664.37878,135.7024690262,142.392946364,232.6427436536,348.0673960334
P75849,ycbL,3,121.87,23750.94389,90.6128413653,77.2950739409,62.5970369957,125.2245969453
P75863,ycbX,7,390.73,40600.63921,183.2175387954,192.6634462442,206.9689050573,176.4545349953
P75867,ycbZ,9,402.03,65759.2259800001,113.5813776663,105.5244580659,128.2792718718,92.0276937054
P0AB12,yccF,3,141.31,16246.8707,364.1069055563,235.435831481,407.813910445,226.5345737612
P0AB14,yccJ,4,365.47,8501.16875,1607.5508811933,1531.75270767,10216.8630188533,3362.4981715264
P75874,yccU,8,564.04,14673.74948,1325.9855718999,1385.0353787438,2060.4468489907,1748.0276778324
P0AB65,yccX,4,276.02,10275.2359,278.7766682967,287.1853697259,1768.614184065,860.1839156808
P0AB24,ycdO,16,981.27,41094.0191500001,587.6680534655,327.0295386081,623.4215401187,469.3859983347
P75914,ycdX,3,137.97,26855.38893,74.7165853028,79.8447342226,36.1365405778,73.6780208273
P75915,ycdY,5,315.09,20693.05671,696.9788632696,670.2876793363,669.306371863,691.953445466
P0AB26,yceB,5,205.28,20468.68601,214.9154279074,261.6775887207,317.1505577574,256.8425023015
P0AB28,yceD,4,246.72,19284.5742,626.4568802342,579.882351842,698.5431464945,623.661482381
P0A729,yceF,6,403.3,21659.17378,1032.4972082741,1237.1572222482,2249.8864137083,1609.0908617641
P28306,yceG,2,81.5,38205.32134,30.7223176588,25.8743931654,60.374124949,35.8996877269
P29217,yceH,12,1131.89,24144.21298,676.838539913,514.1198771119,1197.3186020912,860.9622941131
P0A8X2,yceI,5,335.67,20881.61917,688.676277255,958.596625038,883.2190179354,828.6956865687
P27431,ycfD,6,316.03,42534.03822,596.5968411581,570.0484212511,829.6376399534,627.5659491706
P0AFQ7,ycfH,5,165.63,29772.09642,155.4022798782,89.3742836988,105.6064488415,86.2112082002
P0A8E1,ycfP,8,407.32,21194.6877,595.5284423368,889.441806854,770.3482178845,661.416500411
P29013,ycgB,12,590.55,60756.9713900002,123.3104370635,142.0662860066,512.5468420009,424.4716071526
P76002,ycgK,4,161.69,14878.71052,345.2212143205,417.0020265816,693.1488868567,296.3480908114
P0AB43,ycgL,4,179.91,11221.80465,482.6334178284,325.2566795453,322.5549914931,323.100456148
P76004,ycgM,7,353.56,23678.10998,247.3346530345,292.0122918377,350.1380394115,275.9462244652
P0AB49,ychH,1,106.5,10461.42793,37.6215941497,187.5836985595,1876.1746512639,2158.1360953373
P37052,ychJ,1,52.53,16960.9477,157.975561538,77.1629270324,255.3267053802,74.4055382169
P0AFR2,ychM,2,67.74,59372.3170600001,9.6544235919,15.8084770447,50.9802792388,26.8353719644
P0AB52,ychN,3,166.91,12666.68706,567.2424403104,1004.5301870608,654.4419890743,1178.6781861475
P0A8Z0,yciA,6,313.32,14203.3308,418.3678887302,302.7548503273,572.5705333076,404.7657664993
P21365,yciC,1,55.66,26383.57942,83.7616626755,60.0349685496,48.2999160166,64.3226552078
P21363,yciE,5,294.79,18931.47424,144.2850855333,248.997323125,428.8508655343,259.217449233
P21362,yciF,3,156.13,18567.66099,30.1893072193,48.858452265,305.95136326,32.976887251
P21361,yciG,1,148.97,5980.82158,0.8328636502,3.4347954016,437.3716754041,8.0368090604
P08245,yciH,2,91.29,11371.09405,299.651464217,251.6681704989,233.182116199,330.1489179937
P0AB55,yciI,2,108.52,10577.40472,511.7413927101,560.5265241123,308.6920599048,783.2672557518
P31808,yciK,5,371.08,27897.0141,210.4812881036,173.3622814732,151.3622225082,160.2993417167
P0AB58,yciM,3,133.87,44484.4594200001,32.0397681216,35.8871486807,101.1628295453,48.6459594559
P0AB61,yciN,3,217.87,9361.79711,610.0652171773,538.2713531926,708.3791891662,430.3987012396
P0AFR4,yciO,9,445.61,23178.95771,630.9393641746,447.3640074714,1855.9889170462,787.4610068364
P0ACV4,yciS,2,196.7,11326.27978,751.7732945204,637.778588908,898.8371516934,701.3253952141
P76034,yciT,9,616.48,27567.18184,257.8492081483,270.9519246027,237.9438249688,311.8732939961
P76035,yciW,3,179.2,42175.5063600001,56.447062757,45.9076464903,7.7903642627,8.7456131997
A5A613,yciY,2,40.36,7079.84737,80.952307947,388.6679382479,53.5388350541,90.4107309191
P0A8R7,ycjF,2,55.09,39349.4373900001,92.859386555,95.1433972399,68.2639689409,79.0561265931
P51981,ycjG,1,70.4,34633.89513,45.3546184411,70.0660979265,53.0667788981,79.092279096
P77481,ycjV,2,35.91,40102.69279,6.7070575639,11.4164347907,1.4640245871,2.3596124269
P76046,ycjX,5,129.07,52558.1038500001,35.5875317055,44.4270192937,34.379952429,48.5619268615
P77302,ydaM,1,48.74,46404.9105000001,17.9485483208,36.3895498084,22.5932796016,4.762339839
P25906,ydbC,9,622.82,30668.76971,322.4141431146,707.3327427115,850.933410123,805.2378872983
P52645,ydbH,1,44.43,96756.1484000005,6.4726619174,6.7898400373,10.7294672841,9.7397037399
P52647,ydbK,24,1037.14,128725.189010001,112.6043307382,113.8132613131,264.7129166806,129.5603076942
P34209,ydcF,8,441.46,29668.99626,177.8286074744,291.0930021569,205.4942565033,246.1853226455
P0ACW6,ydcH,2,116.72,8854.61993,58.0719407429,239.5439994222,738.4698263185,572.3065440332
P77171,ydcI,5,175.14,33362.60678,86.312555051,184.1640511238,8.2099074369,24.3392408411
P76097,ydcJ,13,533.69,50992.6296800001,100.0567646167,154.9589772712,566.9684787084,322.3713449373
P76100,ydcK,1,36.48,35809.0890400001,1.619844371,0.7866640016,35.8669716569,27.7091172897
P64451,ydcL,12,880.13,24393.4873,1342.2601210305,1960.0323547014,9518.3545375846,3426.9717779447
P76108,ydcS,17,1266.3,42250.08416,308.0642624172,897.3484593974,2847.0949276335,1550.4515263058
P77795,ydcT,2,115.96,36999.06605,2.3744200685,105.0957018435,178.0780987513,138.5625703854
P64455,ydcY,3,132.88,8776.45239,550.745366747,235.0634359105,254.656312332,319.2755750914
P31827,yddB,5,284.29,89209.5474500004,17.1190949582,38.1664962168,23.4958752899,33.6234917675
P37757,yddE,4,232.9,32280.54451,226.3578365734,192.4970019936,150.1404081414,184.9733106003
P31130,ydeI,5,178.81,14094.21224,123.5154637715,153.9400607899,833.1863702379,240.2540831065
P31131,ydeJ,2,113.33,18291.23947,23.8326815401,29.1102965969,237.8097811922,50.4454445814
P77318,ydeN,3,145.19,62745.0993400002,27.6262567202,105.2139867624,8.8353143962,106.3719845084
P39831,ydfG,10,863.27,27213.76185,1553.5580913683,1743.8975683949,1576.0314246115,1460.1824985891
P0ACM2,ydfH,1,48.41,26530.475,63.1870543793,45.8524262057,49.6543979149,60.635224029
P64463,ydfZ,1,55.72,7253.75327,39.0315712949,63.6199932168,69.6979328946,41.5247349208
P77804,ydgA,29,1912.65,54636.91746,1126.7362905552,1064.1888224152,2083.1929038074,1495.7181176276
P76176,ydgD,2,61.8,29240.86665,28.720843393,31.3889607097,68.8112561567,77.1291788759
P76177,ydgH,17,1037.91,33864.45084,1958.1377467615,1698.2819301878,1353.4103193515,827.3692974926
P77376,ydgJ,3,116.16,38215.63903,112.6373736868,151.7512137749,138.8500044629,114.9056563032
P76187,ydhF,9,445.61,33636.33205,413.6373238319,610.6620732915,1421.9215622919,785.9113909528
P77552,ydhQ,3,143.66,42831.7284100001,98.0488535199,110.3974897426,97.0345993146,87.1429583437
P0ACX3,ydhR,4,291.48,11262.77341,980.1838788797,1059.4983589024,1116.3150952788,1273.5104729458
P77148,ydhS,5,198.19,60698.9436000001,109.9172334973,119.9868868981,188.8345172419,132.7533529943
P0A8A4,ydiA,10,666.86,31173.13955,328.6993566306,500.8290364499,248.9024943675,478.5942320704
P77781,ydiI,3,164.77,14917.66901,334.8873486012,361.6931667992,282.0087388469,296.5280774001
P77748,ydiJ,33,2020.58,113157.922350001,425.8881287079,443.3545284338,384.832018262,436.5900628023
P0AFS7,ydiK,2,89.52,39797.03746,24.3479615524,21.7152841369,50.2089723214,25.5817994519
P77649,ydiU,2,62.29,54329.8664600001,20.2262736857,16.8650821477,15.3462084739,14.3683353687
P64479,ydiZ,2,152.74,10840.26976,349.3942745982,437.4107355498,363.163161085,223.3895107875
P0ACY1,ydjA,10,589.83,20028.12237,1238.8604826488,1246.4014872092,1329.4277381851,1439.232578984
P77721,ydjF,4,168.36,28225.67774,74.9362301418,133.5275915824,126.0631136313,142.9706534216
P77529,ydjN,11,838.72,48612.5154700001,1854.8342038407,1125.7154466285,1569.6257741629,911.3944017319
P76220,ydjY,1,36.46,24091.94259,4.2650676014,15.1103868631,0.9248728688,2.6090535087
P39173,yeaD,9,620.27,32627.64631,1149.7040876803,932.7176801649,1038.3841326865,805.4660781146
P0ACY3,yeaG,41,3037.42,74415.5727700002,1042.8713403346,1003.9168146373,4243.075459663,4024.8280927688
P76235,yeaH,14,848.45,49343.80506,109.3202163212,94.0132269903,1023.64312114,703.3267839481
P64483,yeaK,4,248.59,17821.38202,208.0718309779,244.2697108282,105.3653820839,95.4209622944
P76243,yeaO,8,440.37,13359.93617,372.8460299702,352.8792861693,741.9806155482,435.2631201107
P0AA91,yeaY,6,353.18,20889.78297,182.8349228933,182.6958111585,540.5555395943,307.2487239492
P76256,yeaZ,4,294.73,25146.67925,200.2013234151,152.2287956233,101.094308646,199.9934186237
P0A8A0,yebC,10,564.4,26387.9,1418.795944941,1221.1152201133,1097.9115330623,1097.8950092672
P33218,yebE,6,471.82,23654.40951,209.5625495183,277.3433402289,282.7294154068,355.6271271602
P33219,yebF,7,456.82,12935.55867,1071.6574549648,1360.6029872383,1181.3784563013,805.3562183234
P0ACY9,yebG,3,185.79,10692.27498,255.0197318919,154.7111168966,11.4712820962,13.9843145788
P64499,yebO,3,121.42,10767.76726,236.1250708857,80.5908752993,33.3912170177,24.9206555282
P76270,yebR,10,634.5,18092.23628,1610.1946929542,1311.2111704833,1198.2248717479,1262.0236086623
P76272,yebT,8,304.6,94893.7805900006,58.5461483826,63.0254027957,50.7479320626,70.0283064496
P64503,yebV,2,242.33,8729.18209,755.4121917439,795.8503456872,4359.7196245579,989.9107094265
P64506,yebY,4,193.68,12352.45278,491.3308490059,251.5226136222,510.1916457415,171.3279680194
P0AD05,yecA,2,184.37,25005.14471,208.0307732706,221.3863425042,232.4691275112,154.66829049
P37774,yecC,6,310.64,27641.8973,257.971150478,249.830151999,315.5876050962,286.3155070091
P0ADI7,yecD,3,133.86,20421.60864,243.4104828844,208.1902985658,247.7430557772,179.3215995188
P0AD07,yecF,1,81.75,8215.10559,301.8684125742,214.9035352353,285.8135150049,215.4178800061
P0AD10,yecJ,2,83.07,9098.77479,82.4711096981,46.1985630468,37.3419597836,68.182190498
P52007,yecM,3,170.1,21173.77695,167.7868447702,136.1854339907,120.7366328913,116.5023344046
P0AFT2,yecS,4,214.37,24767.2196,206.1956571347,177.0816886859,335.3263814538,241.4288147232
P31063,yedD,8,573.11,14955.68129,1265.7508751197,1054.3733171735,1430.2847954605,1286.6656771669
P31064,yedE,5,456.49,44381.3142000001,196.4472615287,656.3415119532,20.5042527258,240.7358209411
P0AA31,yedF,3,303.9,8615.38263,1098.116971533,3955.2554115567,231.9294290936,1753.6223506496
P46125,yedI,4,235.16,32152.04344,105.3496364878,92.8204027185,125.8218088386,84.4702585046
P46144,yedJ,1,49.13,25870.071,11.085173182,5.087278143,0.8437982649,0.9060153194
P76329,yedP,6,387.96,30402.39167,87.5435094807,149.632558889,607.5374957546,257.5387235326
P76330,yedQ,1,38.47,64224.8008500002,14.2626473168,11.6520715643,15.7002921989,22.4839268734
P76340,yedW,2,64.71,24984.16633,21.2311306405,18.8683853631,16.9930118404,11.3582566175
P76343,yedZ,1,37.69,24034.77599,6.0597725396,9.0417252391,13.1911739934,14.2623167598
P33014,yeeD,1,68.17,8125.05516,1749.5257038344,2354.0723629622,10.3908041043,67.1078421225
P0AA47,yeeF,2,107.6,49487.0112200001,160.6063083325,87.3167179808,8.3271740361,16.529116103
P0A8A2,yeeN,4,361.16,25833.16003,951.7272458701,596.6291354164,866.5549765104,739.0873880942
P76361,yeeR,3,99.87,57181.9732400002,51.272928243,53.2500878987,13.1319269473,8.4646923095
P0A8M6,yeeX,14,1122.96,12751.74436,6700.2384413364,4776.0469044026,7951.8742946737,4813.3437544566
P0AD12,yeeZ,10,544.31,29643.15127,388.6603049658,354.560679186,368.5467037823,368.324958044
P37749,yefG,8,430.59,37715.06647,339.6985312756,283.5091861956,272.9740768793,231.2367130648
P37751,yefI,11,453.97,43142.6368500001,187.4200209432,207.3900784797,280.2768919672,216.8303254195
P36928,yegD,3,113.93,49322.4293800001,41.0747634709,41.9522335999,12.333920333,20.7634344385
P76402,yegP,6,534.07,11998.96227,739.7543479257,1138.9271099085,6588.8240867774,2941.7582585458
P76403,yegQ,13,656.9,51142.4835200001,406.3282610456,334.942368222,100.7747559155,176.3113576472
P76407,yegS,2,117.77,32000.34292,40.9685826573,56.4999887458,140.5303673494,70.5326604338
P33355,yehS,4,275.83,17943.51142,70.1240793651,72.326621033,51.0996861275,55.84882121
P0AFT5,yehT,3,151.21,27364.42848,26.023764293,74.162935179,16.8001134708,66.9321779156
P0AD14,yehU,1,57.25,62034.6344400001,4.5006757259,13.2773701359,3.6506217666,7.4982193899
P0ACR4,yeiE,7,356.65,32685.2267,122.376565363,111.2956356686,207.258388247,157.7233574044
P33018,yeiG,8,318.36,31221.06729,312.3610060571,438.3668680142,258.8381670274,404.3217787513
P0A6N8,yeiP,8,528.53,21500.97054,1517.4901476939,1415.667286828,1251.8898735951,1162.606243508
P33030,yeiR,2,101.79,36072.87079,28.9756938567,15.8944241327,7.2391350667,17.0555442206
P76445,yeiU,2,93.6,26723.51423,96.9024696174,37.9961383606,110.5071262267,37.5214386575
P33913,yejA,1,50.6,69607.1505700002,8.6946567601,12.7422601646,2.8056394204,3.4456723388
P33916,yejF,1,138.31,58671.5544900001,6.5717865773,7.5181281507,5.2278510353,6.8235142129
P33920,yejK,11,808.76,37781.1493300001,721.8257240605,674.6956459132,919.7147440001,775.485003317
P0AD24,yejL,3,237.35,8265.27759,784.1224746553,616.5664599181,712.6630822232,688.3130943525
P0AD27,yejM,4,159.87,67235.6615700003,77.5016385749,84.3284012973,100.9752887974,93.9205468692
P77808,yfaY,2,209.6,44179.54703,109.4287628022,70.6268248481,109.6890219961,73.8500937349
P0A959,yfbQ,9,441.63,45470.3865100001,180.2403090274,237.5008493752,91.4933746978,187.5506266642
P76491,yfbR,3,209.07,22675.59007,230.098573403,192.8913805407,136.4608901909,138.9539808252
P77625,yfbT,5,487.91,22975.10218,487.3890399797,387.2490531746,464.9946679127,421.203421227
P0A8W8,yfbU,19,1045.28,19505.45171,1392.2125118474,1127.1391547548,1681.4001869316,1343.9570487108
P39199,yfcB,5,424.74,34961.46662,959.86293056,703.2627341079,565.0427720187,642.3921619997
P65556,yfcD,6,455.32,20344.90063,667.4940539242,482.8357591737,416.6381269182,486.3841356603
P67095,yfcE,3,174.83,20091.35787,391.8137627193,306.2098154089,366.8325538273,291.9726577047
P77544,yfcF,7,392.72,24292.47047,249.6457924691,202.6379132122,277.8362485982,235.1603675281
P77526,yfcG,2,129.05,24482.57638,92.9111936375,102.1097984034,107.8475580888,185.3964428364
P77775,yfcH,9,622.47,32660.18647,130.6163595214,232.2627070294,770.4707945869,604.9394332278
P64540,yfcL,3,171.83,9975.83693,214.394160955,217.1844748077,48.5985723366,73.1079284708
P0A8B2,yfcN,3,136.99,20981.98037,175.6758848246,192.3067446039,152.1335446129,171.1324221836
P76501,yfcR,1,36.02,17860.909,5.9641244875,30.2126084358,0.1637450135,53.6702441141
